Global_Rank;Institution;Country;Sector;Best Country Quartile
5506;Shih Chien University;TWN;Universities;1
5506;National Taiwan Ocean University;TWN;Universities;2
5506;Jiangxi University of Finance and Economics;CHN;Universities;2
5506;Hormozgan University of Medical Sciences;IRN;Universities;2
5506;Institute of Process Engineering, Chinese Academy of Sciences;CHN;Government;1
5506;Graduate University of Advanced Technology;IRN;Universities;2
5513;South Tees Hospitals NHS Foundation Trust;GBR;Health;3
5513;Universidad Catolica del Maule;CHL;Universities;2
5513;Kyiv National University of Technologies and Design;UKR;Universities;2
5513;Egyptian Petroleum Research Institute;EGY;Government;1
5513;Universidad Adolfo Ibanez *;CHL;Universities;2
5513;Jadavpur University;IND;Universities;1
5513;Hospital Universitario Quironsalud Madrid;ESP;Health;2
5520;Universidade Federal de Sergipe;BRA;Universities;1
5520;Mitsubishi Corp *;MUL;Companies;1
5520;VID Specialized University;NOR;Universities;4
5520;Wellesley College;USA;Universities;3
5520;Graphic Era University;IND;Universities;1
5520;Katholische Universitat Eichstatt-Ingolstadt;DEU;Universities;3
5520;Indian Institute of Science Education and Research, Kolkata;IND;Government;1
5520;Embrapa Agroindustria Tropical;BRA;Government;1
5528;East Tennessee State University;USA;Universities;2
5528;Universite Pantheon Sorbonne, Paris1 *;FRA;Universities;1
5528;Royal University of Bhutan;BTN;Universities;1
5531;Azerbaijan State University of Economics;AZE;Universities;1
5531;Urmia University;IRN;Universities;2
5531;Instituto Nacional de Investigacion Agropecuaria *;URY;Government;2
5534;Tennessee State University;USA;Universities;3
5534;Xiangtan University;CHN;Universities;2
5534;Kaiser Permanente Medical Center, Los Angeles;USA;Health;3
5534;Ministry of Health of the Russian Federation;RUS;Health;1
5534;Arak University of Medical Sciences *;IRN;Universities;1
5534;Montreal School of Higher Commercial Studies;CAN;Universities;2
5534;Embrapa Recursos Geneticos e Biotecnologia;BRA;Government;2
5534;Hospital Garcia de Orta;PRT;Health;1
5534;Townsville University Hospital;AUS;Health;2
5534;Trisakti University;IDN;Universities;3
5544;Universidad Mayor *;CHL;Universities;1
5544;University of Akron;USA;Universities;1
5544;Universidad Catolica de Valencia San Vicente Martir;ESP;Universities;2
5544;O.M. Beketov National University of Urban Economy;UKR;Universities;2
5544;Escola Superior d'Administracio i Direccio d'Empreses;ESP;Universities;2
5549;Institut National de la Recherche Agronomique de Tunisie;TUN;Government;1
5549;Kazakh National Agrarian University;KAZ;Universities;1
5549;Universidad Continental, Peru;PER;Universities;2
5549;Safdarjang Hospital;IND;Health;1
5549;University of Maryland Medical Center;USA;Health;2
5549;Homi Bhabha National Institute;IND;Universities;1
5549;Fujian University of Traditional Chinese Medicine;CHN;Universities;2
5556;Institute of Geological Sciences Polish Academy of Sciences;POL;Government;2
5556;Faculdades Pequeno Principe;BRA;Universities;1
5556;The Kansai Electric Power Company;JPN;Companies;2
5559;Universidad de los Andes, Chile;CHL;Universities;1
5559;Ecole Nationale Superieure des Mines de Saint-Etienne *;FRA;Universities;3
5559;Universidad del Bio-Bio;CHL;Universities;2
5559;Tianjin University of Science and Technology;CHN;Universities;1
5559;Pakistan Atomic Energy Commission *;PAK;Government;1
5559;Medical University - Plovdiv;BGR;Universities;1
5559;Nnamdi Azikiwe University;NGA;Universities;2
5559;University of South Alabama *;USA;Universities;2
5559;Korea Institute of Civil Engineering and Building Technology;KOR;Government;3
5568;Universidad Industrial de Santander;COL;Universities;1
5568;Shamir Medical Center;ISR;Health;2
5568;Gaziantep University *;TUR;Universities;2
5568;Space Research Centre Polish Academy of Sciences;POL;Government;4
5568;Carleton College;USA;Universities;2
5568;Albany College of Pharmacy;USA;Universities;2
5568;Klaipeda University;LTU;Universities;2
5575;AIMST University;MYS;Universities;1
5575;Innovation Academy for Precision Measurement Science and Technology, Chinese Academy of Sciences;CHN;Government;1
5575;Institute of Cytology and Genetics Russian Academy of Sciences;RUS;Government;1
5575;University of Hradec Kralove;CZE;Universities;3
5575;Institute for Medical Research and Occupational Health;HRV;Health;1
5575;Ecole Normale Superieure de l’Enseignement Technique de Mohammedia;MAR;Universities;1
5575;Alborz University of Medical Sciences;IRN;Universities;1
5582;MetroHealth System ;USA;Health;3
5582;Universidad Privada del Norte;PER;Universities;1
5582;Universite Moulay Ismail *;MAR;Universities;1
5582;Vietnam National University, Hanoi;VNM;Universities;1
5582;Military University of Technology;POL;Universities;2
5582;Abu Dhabi University;ARE;Universities;2
5588;Universidade da Madeira;PRT;Universities;1
5588;Hirosaki University *;JPN;Universities;2
5588;Texas State University, San Marcos;USA;Universities;3
5588;Federal University Dutse;NGA;Universities;2
5588;Volkswagen AG, Germany;DEU;Companies;1
5593;Aichi Medical University *;JPN;Universities;2
5593;Jawaharlal Institute of Postgraduate Medical Education and Research;IND;Universities;1
5593;Al Mustaqbal University College;IRQ;Universities;1
5593;University of Petra;JOR;Universities;1
5593;Hillel Yaffe Medical Center;ISR;Health;1
5593;Tuen Mun Hospital;HKG;Health;3
5593;Instituto Venezolano de Investigaciones Cientificas;VEN;Government;1
5600;National Institutes for Food and Drug Control;CHN;Government;1
5600;Middle Technical University;IRQ;Universities;2
5600;Emek Medical Center;ISR;Health;3
5600;Hospital Universitari Mutua Terrassa;ESP;Health;2
5600;Deutsche Sporthochschule Koln;DEU;Universities;3
5600;Southern University, Baton Rouge;USA;Universities;3
5600;Uludag University;TUR;Universities;1
5607;Tokyo University of Agriculture and Technology;JPN;Universities;1
5607;Services Repartis, Architectures, Modelisation, Validation, Administration des Reseaux;FRA;Government;1
5607;Misr International University;EGY;Universities;1
5607;Theodor Bilharz Research Institute;EGY;Health;1
5607;Al-Quds University;PSE;Universities;1
5612;Yildiz Technical University;TUR;Universities;1
5612;Institut Mutualiste Montsouris;FRA;Health;2
5612;Universidad Tecnologica Centroamericana;HND;Universities;1
5615;Universidade de Sorocaba;BRA;Universities;1
5615;Jefferson Health System;USA;Health;2
5615;Guizhou Medical University;CHN;Universities;3
5615;California Polytechnic State University, San Luis Obispo;USA;Universities;2
5615;American Institutes for Research;USA;Government;3
5620;Centre National de l'Energie, des Sciences et des Techniques Nucleaires;MAR;Government;2
5620;Max Planck Institut fur Wissenschaftsgeschichte;DEU;Government;2
5620;University of Banja Luka;BIH;Universities;1
5620;American University;USA;Universities;2
5620;The Szewalski Institute of Fluid-Flow Machinery Polish Academy of Sciences;POL;Government;2
5620;Ecole Nationale d'Ingenieurs de Metz *;FRA;Universities;2
5620;Farabi Hospital;IRN;Health;1
5620;Mutua Terrassa *;ESP;Health;2
5620;Nemours Children's Health System;USA;Government;3
5620;Busitema University;UGA;Universities;3
5620;Ministry of Health and Population of Egypt;EGY;Health;1
5631;University of Rwanda *;RWA;Universities;1
5631;Complejo Hospitalario de Toledo;ESP;Health;3
5631;Universidad Autonoma de Guerrero;MEX;Universities;2
5631;Tiangong University;CHN;Universities;1
5631;Capital Normal University *;CHN;Universities;1
5631;Hospital General Universitario Santa Lucia;ESP;Health;3
5631;Prairie View A&M University;USA;Universities;2
5638;Klinikum Augsburg;DEU;Health;4
5638;Kyorin University *;JPN;Universities;2
5638;Instituto de Investigacion en Biodiversidad y Medioambiente;ARG;Government;1
5638;Universite Ibn Tofail *;MAR;Universities;1
5638;American University of Sharjah;ARE;Universities;2
5638;Institute of General Pathology and Physiopathology of the Russian Academy of Medical Sciences;RUS;Health;1
5638;Kazimierz Wielki University;POL;Universities;3
5638;Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo;BRA;Universities;2
5638;Mongolian Academy of Sciences;MNG;Government;1
5647;National Science and Technology Development Agency *;THA;Government;1
5647;Pedagogical University of Cracow;POL;Universities;3
5647;Oklahoma State University Medical Center  *;USA;Health;3
5647;Laboratoire de Genie Electrique et Electronique de Paris;FRA;Government;2
5647;Shaqra University;SAU;Universities;2
5652;Centre de Biotechnologie de Sfax;TUN;Government;1
5652;North Texas VA Health Care System ;USA;Health;3
5652;Animal Production Research Institute;EGY;Government;3
5652;Osaka Medical and Pharmaceutical University *;JPN;Universities;3
5652;Instituto Nacional de Psiquiatria Ramon de la Fuente;MEX;Health;2
5657;Universitat Hildesheim;DEU;Universities;3
5657;Complexo Hospitalario Universitario de Ourense;ESP;Health;3
5657;Williams College;USA;Universities;3
5657;University of Central Punjab;PAK;Universities;2
5657;University of the Ryukyus *;JPN;Universities;2
5657;University of St Cyril and Methodius in Trnava;SVK;Universities;3
5657;Indian Veterinary Research Institute;IND;Universities;1
5664;Institut National de la Recherche Scientifique;CAN;Universities;1
5664;Saveetha Dental College Hospital;IND;Health;1
5664;Hospital Universitario San Ignacio;COL;Health;2
5664;Universidad Autonoma de Chiapas *;MEX;Universities;2
5664;Wills Eye Hospital;USA;Health;3
5664;Desert Research Center;EGY;Government;3
5664;Tomsk National Research Medical Center of the Russian Academy of Sciences;RUS;Health;1
5664;Allegheny Health Network;USA;Health;2
5664;Institute of Catalysis and Surface Chemistry Polish Academy of Sciences;POL;Government;1
5664;Universidad de Puerto Rico, Mayaguez;PRI;Universities;1
5674;Lorestan University of Medical Sciences;IRN;Universities;2
5674;Stavropol State Medical University;RUS;Universities;1
5674;Technische Universitat Ilmenau;DEU;Universities;2
5674;Centro Cientifico Tecnologico Mendoza;ARG;Government;1
5674;Medical University of Varna Pof. Dr. Paraskev Stoyano;BGR;Universities;1
5674;Hematological Scientific Centre of the Russian Academy of Medical Sciences;RUS;Health;1
5674;Shanghai University of Finance and Economics;CHN;Universities;2
5681;Hospital Universitario Fundacion Alcorcon;ESP;Health;3
5681;Hunan University of Technology;CHN;Universities;2
5681;Indian Institute of Science Education and Research, Mohali;IND;Government;1
5684;Sulaimani Polytechnic University;IRQ;Universities;2
5684;BRAC University;BGD;Universities;1
5684;Durban University of Technology;ZAF;Universities;2
5684;University of Nebraska, Omaha;USA;Universities;2
5684;Dokkyo Medical University *;JPN;Universities;2
5689;Universidad Central de Venezuela;VEN;Universities;1
5689;Princess Margaret Hospital Hong Kong;HKG;Health;2
5689;Universitas Nahdlatul Ulama Surabaya;IDN;Universities;3
5689;Pokhara University;NPL;Universities;2
5689;Universidad Juarez del Estado de Durango;MEX;Universities;2
5689;Shenyang Pharmaceutical University;CHN;Universities;1
5695;Technical University of Crete;GRC;Universities;2
5695;Stollery Children's Hospital Foundation;CAN;Health;3
5695;University of South Wales;GBR;Universities;3
5695;Aswan University *;EGY;Universities;2
5695;University of Kashmir;IND;Universities;1
5700;Brock University;CAN;Universities;2
5700;Scientific Сentre for Family Health and Human Reproduction Problems;RUS;Health;1
5700;Instituto Nacional de Neurologia y Neurocirugia Manuel Velasco Suarez;MEX;Health;2
5700;Khulna University;BGD;Universities;1
5700;University of Health Sciences;PAK;Universities;2
5700;University of Kuala Lumpur;MYS;Universities;1
5700;National Institute of Development Administration;THA;Universities;2
5700;Imam Khomeini Hospital;IRN;Health;1
5700;Pazmany Peter Catholic University;HUN;Universities;2
5700;University of Zimbabwe;ZWE;Universities;1
5700;United States Fish and Wildlife Service;USA;Government;1
5700;Beijing University of Agriculture;CHN;Universities;3
5712;Kurdistan University of Medical Sciences;IRN;Universities;2
5712;Universidade Federal Rural do Rio de Janeiro;BRA;Universities;2
5712;National Water Research Center, Egypt *;EGY;Government;3
5712;Universidade Federal de Ciencias da Saude de Porto Alegre;BRA;Universities;2
5712;University for Development Studies;GHA;Universities;2
5712;National Maternity Hospital;IRL;Health;4
5712;Centre Oscar Lambret *;FRA;Health;1
5712;Indraprastha Institute of Information Technology, Delhi;IND;Universities;1
5712;Hospital Universitario Lucus Augusti;ESP;Health;2
5712;Vale SA, Brazil;BRA;Companies;2
5722;Shizuoka General Hospital;JPN;Health;3
5722;Kazakh National Pedagogical University;KAZ;Universities;1
5722;Neshabur University of Medical Sciences;IRN;Universities;2
5722;Tokyo Medical University Hachioji Medical Center;JPN;Health;2
5722;National Research Institute for Child Health and Development;JPN;Health;1
5727;Centro Cientifico Tecnologico Patagonia Norte;ARG;Government;1
5727;National Academy of Sciences of the Republic of Kazakhstan *;KAZ;Government;1
5727;Universidad San Jorge;ESP;Universities;2
5727;Hebei University *;CHN;Universities;2
5731;University of Zakho;IRQ;Universities;2
5731;Universite du Quebec en Rimouski;CAN;Universities;3
5731;Almazov National Medical Research Centre;RUS;Health;1
5731;Nagoya University Hospital;JPN;Health;2
5731;Instituto Argentino de Nivologia, Glaciologia y Ciencias Ambientales;ARG;Government;2
5731;Universidad de San Martin de Porres;PER;Universities;2
5731;Universidad Nacional de San Martin, Argentina *;ARG;Universities;1
5731;Universidad Santiago de Cali;COL;Universities;2
5739;Cross Cancer Institute;CAN;Health;1
5739;OrthoCarolina;USA;Health;3
5739;Aichi Gakuin University;JPN;Universities;3
5739;Universidad Europea del Atlantico;ESP;Universities;3
5743;University of Hawaii, Hilo;USA;Universities;1
5743;Ministry of Higher Education and Scientific Research *;IRQ;Government;1
5743;Milwaukee VA Medical Center;USA;Health;3
5743;Molde University College;NOR;Universities;4
5743;Universidad de Los Lagos;CHL;Universities;3
5743;Hospital Universitario San Cecilio;ESP;Health;2
5749;L. N. Gumilov Eurasian National University;KAZ;Universities;1
5749;Canon Inc *;MUL;Companies;1
5749;Yanbian University Hospital;CHN;Health;3
5749;University of Pardubice;CZE;Universities;2
5749;Laboratoire d'Energetique et de Mecanique Theorique et Appliquee;FRA;Government;2
5749;National Medical Research Center for Therapy and Preventive Medicine;RUS;Health;1
5749;Khoo Teck Puat Hospital;SGP;Health;3
5756;Villanova University;USA;Universities;2
5756;Comision Nacional de Energia Atomica Argentina *;ARG;Government;2
5756;Norton Hospital ;USA;Health;2
5756;Universidad Autonoma de Chihuahua;MEX;Universities;2
5760;Institut d'Economie Scientifique et de Gestion;FRA;Universities;3
5760;Kansai Medical University *;JPN;Universities;2
5760;Universidad Autonoma de Chile;CHL;Universities;1
5760;Institute of Science and Innovation in Mechanical and Industrial Engineering;PRT;Non-Profit;2
5760;Warsaw School of Economics;POL;Universities;1
5760;University of Miyazaki *;JPN;Universities;2
5760;University of Medicine and Pharmacy Grigore T. Popa of Iasi;ROU;Universities;1
5760;Universidade Federal de Ouro Preto;BRA;Universities;2
5760;Sofia University;BGR;Universities;1
